#This is the full journey report starting at time 0
#For every pair of vertices, the foremost and shortest journeys are displayed
#Each edge is in the form (originNode[traversalTime]destinationNode)

#This report is for the trace: null
#Uploaded to DTNTES by: null
#No link to the trace was provided

Foremost Journey: 6 [49] 13
Shortest Journey: 6 [49] 13

Node 6 to node 14
Foremost Journey: 6 [49] 14
Shortest Journey: 6 [49] 14

Node 6 to node 15
Foremost Journey: 6 [49] 15
Shortest Journey: 6 [49] 15

Node 6 to node 16
Foremost Journey: 6 [49] 16
Shortest Journey: 6 [49] 16

Node 6 to node 17
Foremost Journey: 6 [49] 17
Shortest Journey: 6 [49] 17

Node 6 to node 18
Foremost Journey: 6 [49] 18
Shortest Journey: 6 [49] 18

Node 6 to node 19
Foremost Journey: 6 [49] 19
Shortest Journey: 6 [49] 19

Node 6 to node 20
Foremost Journey: 6 [49] 20
Shortest Journey: 6 [49] 20

Node 6 to node 21
Foremost Journey: 6 [49] 21
Shortest Journey: 6 [49] 21

Node 6 to node 22
Foremost Journey: 6 [49] 22
Shortest Journey: 6 [49] 22

Node 6 to node 23
Foremost Journey: 6 [49] 23
Shortest Journey: 6 [49] 23

Node 6 to node 24
Foremost Journey: 6 [49] 24
Shortest Journey: 6 [49] 24

Node 6 to node 25
Foremost Journey: 6 [49] 25
Shortest Journey: 6 [49] 25

Node 6 to node 26
Foremost Journey: 6 [49] 26
Shortest Journey: 6 [49] 26

Node 6 to node 27
Foremost Journey: 6 [49] 27
Shortest Journey: 6 [49] 27

Node 6 to node 28
Foremost Journey: 6 [49] 28
Shortest Journey: 6 [49] 28

Node 6 to node 29
Foremost Journey: 6 [49] 29
Shortest Journey: 6 [49] 29

Node 6 to node 30
Foremost Journey: 6 [49] 30
Shortest Journey: 6 [49] 30

Node 6 to node 31
Foremost Journey: 6 [49] 31
Shortest Journey: 6 [49] 31

Node 6 to node 32
Foremost Journey: 6 [49] 32
Shortest Journey: 6 [49] 32

Node 6 to node 33
Foremost Journey: 6 [49] 33
Shortest Journey: 6 [49] 33

Node 6 to node 34
Foremost Journey: 6 [49] 34
Shortest Journey: 6 [49] 34

Node 6 to node 35
Foremost Journey: 6 [49] 35
Shortest Journey: 6 [49] 35

Node 6 to node 36
Foremost Journey: 6 [49] 36
Shortest Journey: 6 [49] 36

Node 6 to node 37
Foremost Journey: 6 [49] 37
Shortest Journey: 6 [49] 37

Node 6 to node 38
Foremost Journey: 6 [49] 38
Shortest Journey: 6 [49] 38

Node 6 to node 39
Foremost Journey: 6 [49] 39
Shortest Journey: 6 [49] 39

Node 6 to node 40
Foremost Journey: 6 [49] 40
Shortest Journey: 6 [49] 40

Node 6 to node 41
Foremost Journey: 6 [49] 41
Shortest Journey: 6 [49] 41

Node 6 to node 42
Foremost Journey: 6 [49] 42
Shortest Journey: 6 [49] 42

Node 6 to node 43
Foremost Journey: 6 [49] 43
Shortest Journey: 6 [49] 43

Node 6 to node 44
Foremost Journey: 6 [49] 44
Shortest Journey: 6 [49] 44

Node 6 to node 45
Foremost Journey: 6 [49] 45
Shortest Journey: 6 [49] 45

Node 6 to node 46
Foremost Journey: 6 [49] 46
Shortest Journey: 6 [49] 46

Node 6 to node 47
Foremost Journey: 6 [49] 47
Shortest Journey: 6 [49] 47

Node 6 to node 48
Foremost Journey: 6 [49] 48
Shortest Journey: 6 [49] 48

Node 6 to node 49
Foremost Journey: 6 [49] 49
Shortest Journey: 6 [49] 49

Node 7 to node 0
Foremost Journey: 7 [49] 0
Shortest Journey: 7 [49] 0

Node 7 to node 1
Foremost Journey: 7 [49] 1
Shortest Journey: 7 [49] 1

Node 7 to node 2
Foremost Journey: 7 [49] 2
Shortest Journey: 7 [49] 2

Node 7 to node 3
Foremost Journey: 7 [49] 3
Shortest Journey: 7 [49] 3

Node 7 to node 4
Foremost Journey: 7 [49] 4
Shortest Journey: 7 [49] 4

Node 7 to node 5
Foremost Journey: 7 [49] 5
Shortest Journey: 7 [49] 5

Node 7 to node 6
Foremost Journey: 7 [49] 6
Shortest Journey: 7 [49] 6

Node 7 to node 8
Foremost Journey: 7 [49] 8
Shortest Journey: 7 [49] 8

Node 7 to node 9
Foremost Journey: 7 [49] 9
Shortest Journey: 7 [49] 9

Node 7 to node 10
Foremost Journey: 7 [49] 10
Shortest Journey: 7 [49] 10

Node 7 to node 11
Foremost Journey: 7 [49] 11
Shortest Journey: 7 [49] 11

Node 7 to node 12
Foremost Journey: 7 [49] 12
Shortest Journey: 7 [49] 12

Node 7 to node 13
Foremost Journey: 7 [49] 13
Shortest Journey: 7 [49] 13

Node 7 to node 14
Foremost Journey: 7 [49] 14
Shortest Journey: 7 [49] 14

Node 7 to node 15
Foremost Journey: 7 [49] 15
Shortest Journey: 7 [49] 15

Node 7 to node 16
Foremost Journey: 7 [49] 16
Shortest Journey: 7 [49] 16

Node 7 to node 17
Foremost Journey: 7 [49] 17
Shortest Journey: 7 [49] 17

Node 7 to node 18
Foremost Journey: 7 [49] 18
Shortest Journey: 7 [49] 18

Node 7 to node 19
Foremost Journey: 7 [49] 19
Shortest Journey: 7 [49] 19

Node 7 to node 20
Foremost Journey: 7 [49] 20
Shortest Journey: 7 [49] 20

Node 7 to node 21
Foremost Journey: 7 [49] 21
Shortest Journey: 7 [49] 21

Node 7 to node 22
Foremost Journey: 7 [49] 22
Shortest Journey: 7 [49] 22

Node 7 to node 23
Foremost Journey: 7 [49] 23
Shortest Journey: 7 [49] 23

Node 7 to node 24
Foremost Journey: 7 [49] 24
Shortest Journey: 7 [49] 24

Node 7 to node 25
Foremost Journey: 7 [49] 25
Shortest Journey: 7 [49] 25

Node 7 to node 26
Foremost Journey: 7 [49] 26
Shortest Journey: 7 [49] 26

Node 7 to node 27
Foremost Journey: 7 [49] 27
Shortest Journey: 7 [49] 27

Node 7 to node 28
Foremost Journey: 7 [49] 28
Shortest Journey: 7 [49] 28

Node 7 to node 29
Foremost Journey: 7 [49] 29
Shortest Journey: 7 [49] 29

Node 7 to node 30
Foremost Journey: 7 [49] 30
Shortest Journey: 7 [49] 30

Node 7 to node 31
Foremost Journey: 7 [49] 31
Shortest Journey: 7 [49] 31

Node 7 to node 32
Foremost Journey: 7 [49] 32
Shortest Journey: 7 [49] 32

Node 7 to node 33
Foremost Journey: 7 [49] 33
Shortest Journey: 7 [49] 33

Node 7 to node 34
Foremost Journey: 7 [49] 34
Shortest Journey: 7 [49] 34

Node 7 to node 35
Foremost Journey: 7 [49] 35
Shortest Journey: 7 [49] 35

Node 7 to node 36
Foremost Journey: 7 [49] 36
Shortest Journey: 7 [49] 36

Node 7 to node 37
Foremost Journey: 7 [49] 37
Shortest Journey: 7 [49] 37

Node 7 to node 38
Foremost Journey: 7 [49] 38
Shortest Journey: 7 [49] 38

Node 7 to node 39
Foremost Journey: 7 [49] 39
Shortest Journey: 7 [49] 39

Node 7 to node 40
Foremost Journey: 7 [49] 40
Shortest Journey: 7 [49] 40

Node 7 to node 41
Foremost Journey: 7 [49] 41
Shortest Journey: 7 [49] 41

Node 7 to node 42
Foremost Journey: 7 [49] 42
Shortest Journey: 7 [49] 42

Node 7 to node 43
Foremost Journey: 7 [49] 43
Shortest Journey: 7 [49] 43

Node 7 to node 44
Foremost Journey: 7 [49] 44
Shortest Journey: 7 [49] 44

Node 7 to node 45
Foremost Journey: 7 [49] 45
Shortest Journey: 7 [49] 45

Node 7 to node 46
Foremost Journey: 7 [49] 46
Shortest Journey: 7 [49] 46

Node 7 to node 47
Foremost Journey: 7 [49] 47
Shortest Journey: 7 [49] 47

Node 7 to node 48
Foremost Journey: 7 [49] 48
Shortest Journey: 7 [49] 48

Node 7 to node 49
Foremost Journey: 7 [49] 49
Shortest Journey: 7 [49] 49

Node 8 to node 0
Foremost Journey: 8 [49] 0
Shortest Journey: 8 [49] 0

Node 8 to node 1
Foremost Journey: 8 [49] 1
Shortest Journey: 8 [49] 1

Node 8 to node 2
Foremost Journey: 8 [49] 2
Shortest Journey: 8 [49] 2

Node 8 to node 3
Foremost Journey: 8 [49] 3
Shortest Journey: 8 [49] 3

Node 8 to node 4
Foremost Journey: 8 [49] 4
Shortest Journey: 8 [49] 4

Node 8 to node 5
Foremost Journey: 8 [49] 5
Shortest Journey: 8 [49] 5

Node 8 to node 6
Foremost Journey: 8 [49] 6
Shortest Journey: 8 [49] 6

Node 8 to node 7
Foremost Journey: 8 [49] 7
Shortest Journey: 8 [49] 7

Node 8 to node 9
Foremost Journey: 8 [49] 9
Shortest Journey: 8 [49] 9

Node 8 to node 10
Foremost Journey: 8 [49] 10
Shortest Journey: 8 [49] 10

Node 8 to node 11
Foremost Journey: 8 [49] 11
Shortest Journey: 8 [49] 11

Node 8 to node 12
Foremost Journey: 8 [49] 12
Shortest Journey: 8 [49] 12

Node 8 to node 13
Foremost Journey: 8 [49] 13
Shortest Journey: 8 [49] 13

Node 8 to node 14
Foremost Journey: 8 [49] 14
Shortest Journey: 8 [49] 14

Node 8 to node 15
Foremost Journey: 8 [49] 15
Shortest Journey: 8 [49] 15

Node 8 to node 16
Foremost Journey: 8 [49] 16
Shortest Journey: 8 [49] 16

Node 8 to node 17
Foremost Journey: 8 [49] 17
Shortest Journey: 8 [49] 17

Node 8 to node 18
Foremost Journey: 8 [49] 18
Shortest Journey: 8 [49] 18

Node 8 to node 19
Foremost Journey: 8 [49] 19
Shortest Journey: 8 [49] 19

Node 8 to node 20
Foremost Journey: 8 [49] 20
Shortest Journey: 8 [49] 20

Node 8 to node 21
Foremost Journey: 8 [49] 21
Shortest Journey: 8 [49] 21

Node 8 to node 22
Foremost Journey: 8 [49] 22
Shortest Journey: 8 [49] 22

Node 8 to node 23
Foremost Journey: 8 [49] 23
Shortest Journey: 8 [49] 23

Node 8 to node 24
Foremost Journey: 8 [49] 24
Shortest Journey: 8 [49] 24

Node 8 to node 25
Foremost Journey: 8 [49] 25
Shortest Journey: 8 [49] 25

Node 8 to node 26
Foremost Journey: 8 [49] 26
Shortest Journey: 8 [49] 26

Node 8 to node 27
Foremost Journey: 8 [49] 27
Shortest Journey: 8 [49] 27

Node 8 to node 28
Foremost Journey: 8 [49] 28
Shortest Journey: 8 [49] 28

Node 8 to node 29
Foremost Journey: 8 [49] 29
Shortest Journey: 8 [49] 29

Node 8 to node 30
Foremost Journey: 8 [49] 30
Shortest Journey: 8 [49] 30

Node 8 to node 31
Foremost Journey: 8 [49] 31
Shortest Journey: 8 [49] 31

Node 8 to node 32
Foremost Journey: 8 [49] 32
Shortest Journey: 8 [49] 32

Node 8 to node 33
Foremost Journey: 8 [49] 33
Shortest Journey: 8 [49] 33

Node 8 to node 34
Foremost Journey: 8 [49] 34
Shortest Journey: 8 [49] 34

Node 8 to node 35
Foremost Journey: 8 [49] 35
Shortest Journey: 8 [49] 35

Node 8 to node 36
Foremost Journey: 8 [49] 36
Shortest Journey: 8 [49] 36

Node 8 to node 37
Foremost Journey: 8 [49] 37
Shortest Journey: 8 [49] 37

Node 8 to node 38
Foremost Journey: 8 [49] 38
Shortest Journey: 8 [49] 38

Node 8 to node 39
Foremost Journey: 8 [49] 39
Shortest Journey: 8 [49] 39

Node 8 to node 40
Foremost Journey: 8 [49] 40
Shortest Journey: 8 [49] 40

Node 8 to node 41
Foremost Journey: 8 [49] 41
Shortest Journey: 8 [49] 41

Node 8 to node 42
Foremost Journey: 8 [49] 42
Shortest Journey: 8 [49] 42

Node 8 to node 43
Foremost Journey: 8 [49] 43
Shortest Journey: 8 [49] 43

Node 8 to node 44
Foremost Journey: 8 [49] 44
Shortest Journey: 8 [49] 44

Node 8 to node 45
Foremost Journey: 8 [49] 45
Shortest Journey: 8 [49] 45

Node 8 to node 46
Foremost Journey: 8 [49] 46
Shortest Journey: 8 [49] 46

Node 8 to node 47
Foremost Journey: 8 [49] 47
Shortest Journey: 8 [49] 47

Node 8 to node 48
Foremost Journey: 8 [49] 48
Shortest Journey: 8 [49] 48

Node 8 to node 49
Foremost Journey: 8 [49] 49
Shortest Journey: 8 [49] 49

Node 9 to node 0
Foremost Journey: 9 [49] 0
Shortest Journey: 9 [49] 0

Node 9 to node 1
Foremost Journey: 9 [49] 1
Shortest Journey: 9 [49] 1

Node 9 to node 2
Foremost Journey: 9 [49] 2
Shortest Journey: 9 [49] 2

Node 9 to node 3
Foremost Journey: 9 [49] 3
Shortest Journey: 9 [49] 3

Node 9 to node 4
Foremost Journey: 9 [49] 4
Shortest Journey: 9 [49] 4

Node 9 to node 5
Foremost Journey: 9 [49] 5
Shortest Journey: 9 [49] 5

Node 9 to node 6
Foremost Journey: 9 [49] 6
Shortest Journey: 9 [49] 6

Node 9 to node 7
Foremost Journey: 9 [49] 7
Shortest Journey: 9 [49] 7

Node 9 to node 8
Foremost Journey: 9 [49] 8
Shortest Journey: 9 [49] 8

Node 9 to node 10
Foremost Journey: 9 [49] 10
Shortest Journey: 9 [49] 10

Node 9 to node 11
Foremost Journey: 9 [49] 11
Shortest Journey: 9 [49] 11

Node 9 to node 12
Foremost Journey: 9 [49] 12
Shortest Journey: 9 [49] 12

Node 9 to node 13
Foremost Journey: 9 [49] 13
Shortest Journey: 9 [49] 13

Node 9 to node 14
Foremost Journey: 9 [49] 14
Shortest Journey: 9 [49] 14

Node 9 to node 15
Foremost Journey: 9 [49] 15
Shortest Journey: 9 [49] 15

Node 9 to node 16
Foremost Journey: 9 [49] 16
Shortest Journey: 9 [49] 16

Node 9 to node 17
Foremost Journey: 9 [49] 17
Shortest Journey: 9 [49] 17

Node 9 to node 18
Foremost Journey: 9 [49] 18
Shortest Journey: 9 [49] 18

Node 9 to node 19
Foremost Journey: 9 [49] 19
Shortest Journey: 9 [49] 19

Node 9 to node 20
Foremost Journey: 9 [49] 20
Shortest Journey: 9 [49] 20

Node 9 to node 21
Foremost Journey: 9 [49] 21
Shortest Journey: 9 [49] 21

Node 9 to node 22
Foremost Journey: 9 [49] 22
Shortest Journey: 9 [49] 22

Node 9 to node 23
Foremost Journey: 9 [49] 23
Shortest Journey: 9 [49] 23

Node 9 to node 24
Foremost Journey: 9 [49] 24
Shortest Journey: 9 [49] 24

Node 9 to node 25
Foremost Journey: 9 [49] 25
Shortest Journey: 9 [49] 25

Node 9 to node 26
Foremost Journey: 9 [49] 26
Shortest Journey: 9 [49] 26

Node 9 to node 27
Foremost Journey: 9 [49] 27
Shortest Journey: 9 [49] 27

Node 9 to node 28
Foremost Journey: 9 [49] 28
Shortest Journey: 9 [49] 28

Node 9 to node 29
Foremost Journey: 9 [49] 29
Shortest Journey: 9 [49] 29

Node 9 to node 30
Foremost Journey: 9 [49] 30
Shortest Journey: 9 [49] 30

Node 9 to node 31
Foremost Journey: 9 [49] 31
Shortest Journey: 9 [49] 31

Node 9 to node 32
Foremost Journey: 9 [49] 32
Shortest Journey: 9 [49] 32

Node 9 to node 33
Foremost Journey: 9 [49] 33
Shortest Journey: 9 [49] 33

Node 9 to node 34
Foremost Journey: 9 [49] 34
Shortest Journey: 9 [49] 34

Node 9 to node 35
Foremost Journey: 9 [49] 35
Shortest Journey: 9 [49] 35

Node 9 to node 36
Foremost Journey: 9 [49] 36
Shortest Journey: 9 [49] 36

Node 9 to node 37
Foremost Journey: 9 [49] 37
Shortest Journey: 9 [49] 37

Node 9 to node 38
Foremost Journey: 9 [49] 38
Shortest Journey: 9 [49] 38

Node 9 to node 39
Foremost Journey: 9 [49] 39
Shortest Journey: 9 [49] 39

Node 9 to node 40
Foremost Journey: 9 [49] 40
Shortest Journey: 9 [49] 40

Node 9 to node 41
Foremost Journey: 9 [49] 41
Shortest Journey: 9 [49] 41

Node 9 to node 42
Foremost Journey: 9 [49] 42
Shortest Journey: 9 [49] 42

Node 9 to node 43
Foremost Journey: 9 [49] 43
Shortest Journey: 9 [49] 43

Node 9 to node 44
Foremost Journey: 9 [49] 44
Shortest Journey: 9 [49] 44

Node 9 to node 45
Foremost Journey: 9 [49] 45
Shortest Journey: 9 [49] 45

Node 9 to node 46
Foremost Journey: 9 [49] 46
Shortest Journey: 9 [49] 46

Node 9 to node 47
Foremost Journey: 9 [49] 47
Shortest Journey: 9 [49] 47

Node 9 to node 48
Foremost Journey: 9 [49] 48
Shortest Journey: 9 [49] 48

Node 9 to node 49
Foremost Journey: 9 [49] 49
Shortest Journey: 9 [49] 49

Node 10 to node 0
Foremost Journey: 10 [49] 0
Shortest Journey: 10 [49] 0

Node 10 to node 1
Foremost Journey: 10 [49] 1
Shortest Journey: 10 [49] 1

Node 10 to node 2
Foremost Journey: 10 [49] 2
Shortest Journey: 10 [49] 2

Node 10 to node 3
Foremost Journey: 10 [49] 3
Shortest Journey: 10 [49] 3

Node 10 to node 4
Foremost Journey: 10 [49] 4
Shortest Journey: 10 [49] 4

Node 10 to node 5
Foremost Journey: 10 [49] 5
Shortest Journey: 10 [49] 5

Node 10 to node 6
Foremost Journey: 10 [49] 6
Shortest Journey: 10 [49] 6

Node 10 to node 7
Foremost Journey: 10 [49] 7
Shortest Journey: 10 [49] 7

Node 10 to node 8
Foremost Journey: 10 [49] 8
Shortest Journey: 10 [49] 8

Node 10 to node 9
Foremost Journey: 10 [49] 9
Shortest Journey: 10 [49] 9

Node 10 to node 11
Foremost Journey: 10 [49] 11
Shortest Journey: 10 [49] 11

Node 10 to node 12
Foremost Journey: 10 [49] 12
Shortest Journey: 10 [49] 12

Node 10 to node 13
Foremost Journey: 10 [49] 13
Shortest Journey: 10 [49] 13

Node 10 to node 14
Foremost Journey: 10 [49] 14
Shortest Journey: 10 [49] 14

Node 10 to node 15
Foremost Journey: 10 [49] 15
Shortest Journey: 10 [49] 15

Node 10 to node 16
Foremost Journey: 10 [49] 16
Shortest Journey: 10 [49] 16

Node 10 to node 17
Foremost Journey: 10 [49] 17
Shortest Journey: 10 [49] 17

Node 10 to node 18
Foremost Journey: 10 [49] 18
Shortest Journey: 10 [49] 18

Node 10 to node 19
Foremost Journey: 10 [49] 19
Shortest Journey: 10 [49] 19

Node 10 to node 20
Foremost Journey: 10 [49] 20
Shortest Journey: 10 [49] 20

Node 10 to node 21
Foremost Journey: 10 [49] 21
Shortest Journey: 10 [49] 21

Node 10 to node 22
Foremost Journey: 10 [49] 22
Shortest Journey: 10 [49] 22

Node 10 to node 23
Foremost Journey: 10 [49] 23
Shortest Journey: 10 [49] 23

Node 10 to node 24
Foremost Journey: 10 [49] 24
Shortest Journey: 10 [49] 24

Node 10 to node 25
Foremost Journey: 10 [49] 25
Shortest Journey: 10 [49] 25

Node 10 to node 26
Foremost Journey: 10 [49] 26
Shortest Journey: 10 [49] 26

Node 10 to node 27
Foremost Journey: 10 [49] 27
Shortest Journey: 10 [49] 27

Node 10 to node 28
Foremost Journey: 10 [49] 28
Shortest Journey: 10 [49] 28

Node 10 to node 29
Foremost Journey: 10 [49] 29
Shortest Journey: 10 [49] 29

Node 10 to node 30
Foremost Journey: 10 [49] 30
Shortest Journey: 10 [49] 30

Node 10 to node 31
Foremost Journey: 10 [49] 31
Shortest Journey: 10 [49] 31

Node 10 to node 32
Foremost Journey: 10 [49] 32
Shortest Journey: 10 [49] 32

Node 10 to node 33
Foremost Journey: 10 [49] 33
Shortest Journey: 10 [49] 33

Node 10 to node 34
Foremost Journey: 10 [49] 34
Shortest Journey: 10 [49] 34

Node 10 to node 35
Foremost Journey: 10 [49] 35
Shortest Journey: 10 [49] 35

Node 10 to node 36
Foremost Journey: 10 [49] 36
Shortest Journey: 10 [49] 36

Node 10 to node 37
Foremost Journey: 10 [49] 37
Shortest Journey: 10 [49] 37

Node 10 to node 38
Foremost Journey: 10 [49] 38
Shortest Journey: 10 [49] 38

Node 10 to node 39
Foremost Journey: 10 [49] 39
Shortest Journey: 10 [49] 39

Node 10 to node 40
Foremost Journey: 10 [49] 40
Shortest Journey: 10 [49] 40

Node 10 to node 41
Foremost Journey: 10 [49] 41
Shortest Journey: 10 [49] 41

Node 10 to node 42
Foremost Journey: 10 [49] 42
Shortest Journey: 10 [49] 42

Node 10 to node 43
Foremost Journey: 10 [49] 43
Shortest Journey: 10 [49] 43

Node 10 to node 44
Foremost Journey: 10 [49] 44
Shortest Journey: 10 [49] 44

Node 10 to node 45
Foremost Journey: 10 [49] 45
Shortest Journey: 10 [49] 45

Node 10 to node 46
Foremost Journey: 10 [49] 46
Shortest Journey: 10 [49] 46

Node 10 to node 47
Foremost Journey: 10 [49] 47
Shortest Journey: 10 [49] 47

Node 10 to node 48
Foremost Journey: 10 [49] 48
Shortest Journey: 10 [49] 48

Node 10 to node 49
Foremost Journey: 10 [49] 49
Shortest Journey: 10 [49] 49

Node 11 to node 0
Foremost Journey: 11 [49] 0
Shortest Journey: 11 [49] 0

Node 11 to node 1
Foremost Journey: 11 [49] 1
Shortest Journey: 11 [49] 1

Node 11 to node 2
Foremost Journey: 11 [49] 2
Shortest Journey: 11 [49] 2

Node 11 to node 3
Foremost Journey: 11 [49] 3
Shortest Journey: 11 [49] 3

Node 11 to node 4
Foremost Journey: 11 [49] 4
Shortest Journey: 11 [49] 4

Node 11 to node 5
Foremost Journey: 11 [49] 5
Shortest Journey: 11 [49] 5

Node 11 to node 6
Foremost Journey: 11 [49] 6
Shortest Journey: 11 [49] 6

Node 11 to node 7
Foremost Journey: 11 [49] 7
Shortest Journey: 11 [49] 7

Node 11 to node 8
Foremost Journey: 11 [49] 8
Shortest Journey: 11 [49] 8

Node 11 to node 9
Foremost Journey: 11 [49] 9
Shortest Journey: 11 [49] 9

Node 11 to node 10
Foremost Journey: 11 [49] 10
Shortest Journey: 11 [49] 10

Node 11 to node 12
Foremost Journey: 11 [49] 12
Shortest Journey: 11 [49] 12

Node 11 to node 13
Foremost Journey: 11 [49] 13
Shortest Journey: 11 [49] 13

Node 11 to node 14
Foremost Journey: 11 [49] 14
Shortest Journey: 11 [49] 14

Node 11 to node 15
Foremost Journey: 11 [49] 15
Shortest Journey: 11 [49] 15

Node 11 to node 16
Foremost Journey: 11 [49] 16
Shortest Journey: 11 [49] 16

Node 11 to node 17
Foremost Journey: 11 [49] 17
Shortest Journey: 11 [49] 17

Node 11 to node 18
Foremost Journey: 11 [49] 18
Shortest Journey: 11 [49] 18

Node 11 to node 19
Foremost Journey: 11 [49] 19
Shortest Journey: 11 [49] 19

Node 11 to node 20
Foremost Journey: 11 [49] 20
Shortest Journey: 11 [49] 20

Node 11 to node 21
Foremost Journey: 11 [49] 21
Shortest Journey: 11 [49] 21

Node 11 to node 22
Foremost Journey: 11 [49] 22
Shortest Journey: 11 [49] 22

Node 11 to node 23
Foremost Journey: 11 [49] 23
Shortest Journey: 11 [49] 23

Node 11 to node 24
Foremost Journey: 11 [49] 24
Shortest Journey: 11 [49] 24

Node 11 to node 25
Foremost Journey: 11 [49] 25
Shortest Journey: 11 [49] 25

Node 11 to node 26
Foremost Journey: 11 [49] 26
Shortest Journey: 11 [49] 26

Node 11 to node 27
Foremost Journey: 11 [49] 27
Shortest Journey: 11 [49] 27

Node 11 to node 28
Foremost Journey: 11 [49] 28
Shortest Journey: 11 [49] 28

Node 11 to node 29
Foremost Journey: 11 [49] 29
Shortest Journey: 11 [49] 29

Node 11 to node 30
Foremost Journey: 11 [49] 30
Shortest Journey: 11 [49] 30

Node 11 to node 31
Foremost Journey: 11 [49] 31
Shortest Journey: 11 [49] 31

Node 11 to node 32
Foremost Journey: 11 [49] 32
Shortest Journey: 11 [49] 32
